condition	name	pvalue	X	combinedScore	enrichedSubstrates	zscore
DU145_TGFB1_Necrostatin-5	CHEK1	3.33040980134761e-05	39	0	['RB1', 'SOX2', 'MYC', 'SKP2', 'CTR9', 'EZH2', 'NELFE', 'TUBB', 'FOS', 'NFKB1', 'SIN3A']	0
DU145_TGFB1_Necrostatin-5	CDK9	5.8571436878754e-05	40	0	['RB1', 'POLR2A', 'SMAD1', 'SMAD3', 'CDK9']	0
DU145_TGFB1_Necrostatin-5	PKR	0.000145733319492653	41	0	['IKBKB', 'HSP90AA1', 'CHUK', 'STAT3', 'NFKB1']	0
DU145_TGFB1_Necrostatin-5	PRKCD	0.000233623219589005	42	0	['PRKCD', 'PRKDC', 'JUN', 'GSK3B', 'FOS', 'MAPK8', 'MAPK1', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	CDK5	0.000262834638891394	43	0	['RB1', 'NR3C1', 'MYC', 'DNMT1', 'HIF1A', 'BCL2', 'GSK3B', 'STAT3', 'STUB1']	0
DU145_TGFB1_Necrostatin-5	PKCTHETA	0.000336072039249272	44	0	['IKBKB', 'CHUK', 'PRKCD', 'MAPK8', 'MAPK1']	0
DU145_TGFB1_Necrostatin-5	GSK3ALPHA	0.000336072039249272	45	0	['GSK3B', 'MYC', 'PARP1', 'JUN', 'NFKB1']	0
DU145_TGFB1_Necrostatin-5	PKCEPSILON	0.000348870865408237	46	0	['HSP90AA1', 'PRKCD', 'MAPK1', 'NFKB1', 'SP1', 'BCL2']	0
DU145_TGFB1_Necrostatin-5	PKBGAMMA	0.000373200904570616	47	0	['GSK3B', 'RELA', 'CHUK', 'NFKB1']	0
DU145_TGFB1_Necrostatin-5	GSK-3-B	0.000373200904570616	48	0	['CEBPB', 'RELA', 'MYC', 'NFKB1']	0
DU145_TGFB1_Necrostatin-5	PRKCZ	0.000394560114586382	49	0	['GSK3B', 'IKBKB', 'RELA', 'MAPK1', 'STAT3', 'SP1']	0
DU145_TGFB1_Necrostatin-5	MAPK10	0.000464399970000764	50	0	['MYC', 'FOS', 'JUN', 'BHLHE40', 'BCL2']	0
DU145_TGFB1_Necrostatin-5	IKBKB	0.000560201080215376	51	0	['IKBKB', 'PARP1', 'TUBB', 'FOS', 'RELA', 'NFKB1']	0
DU145_TGFB1_Necrostatin-5	CK2A2	0.000773671987662033	52	0	['MYC', 'HSP90AA1', 'HDAC2', 'RELA', 'JUN']	0
DU145_TGFB1_Necrostatin-5	PRKAA2	0.00127565208008049	53	0	['IKBKB', 'PPARGC1A', 'TFAP2A', 'PARP1']	0
DU145_TGFB1_Necrostatin-5	PDHK1	0.00129168796867463	54	0	['GSK3B', 'IKBKB', 'HSP90AA1', 'CHUK', 'PRKCD']	0
DU145_TGFB1_Necrostatin-5	CDK7	0.00172432064046849	55	0	['CTR9', 'POLR2A', 'SMAD1', 'CDK9', 'CDK2']	0
DU145_TGFB1_Necrostatin-5	CSNK2B	0.00188447280027094	56	0	['SIRT6', 'FOS', 'RUVBL2']	0
DU145_TGFB1_Necrostatin-5	TBK1	0.00214043246927248	57	0	['IKBKB', 'RUVBL2', 'TUBB', 'RELA', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	PKBBETA	0.00221646617187313	58	0	['GSK3B', 'RELA', 'CHUK', 'NFKB1']	0
DU145_TGFB1_Necrostatin-5	RPS6KA1	0.0022549946963341	59	0	['GSK3B', 'FOS', 'CEBPB', 'MAPK1', 'JUN']	0
DU145_TGFB1_Necrostatin-5	PRKCI	0.00238145522002215	60	0	['DDB1', 'ELF3', 'SP1', 'EZH2']	0
DU145_TGFB1_Necrostatin-5	MAP2K3	0.00238145522002215	61	0	['TRAF6', 'SMAD2', 'SMAD1', 'SMAD3']	0
DU145_TGFB1_Necrostatin-5	CK1ALPHA	0.00303844450092243	62	0	['RB1', 'GSK3B', 'FOS', 'JUN', 'NFKB1']	0
DU145_TGFB1_Necrostatin-5	JAK2	0.0031261541729656	63	0	['GTF2I', 'MAPK1', 'STAT3', 'EZH2']	0
DU145_TGFB1_Necrostatin-5	MAP3K14	0.00330253694067845	64	0	['RUVBL2', 'NFKB2', 'IKBKB', 'CHUK', 'TUBB', 'STUB1']	0
DU145_TGFB1_Necrostatin-5	PIM1	0.0033345236613302	65	0	['MYC', 'SKP2', 'FOXP3', 'RELA']	0
DU145_TGFB1_Necrostatin-5	MAPK9	0.00349639253375472	66	0	['MYC', 'FOS', 'JUN', 'STAT3', 'BHLHE40']	0
DU145_TGFB1_Necrostatin-5	PKCALPHA	0.00368470631034737	67	0	['MYC', 'PRKCD', 'NFKB1', 'BCL2', 'GSK3B', 'MYOD1']	0
DU145_TGFB1_Necrostatin-5	MOK	0.00370948693462378	68	0	['MYC', 'JUN', 'NFKB1']	0
DU145_TGFB1_Necrostatin-5	CDK8	0.00449240615754327	69	0	['SMAD1', 'SMAD3', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	CDK6	0.0049185308389346	70	0	['RB1', 'CEBPA', 'RUNX1']	0
DU145_TGFB1_Necrostatin-5	AKT2	0.00506357394730147	71	0	['GSK3B', 'CHUK', 'AES', 'PPARGC1A']	0
DU145_TGFB1_Necrostatin-5	MAP3K7	0.00516722514306375	72	0	['RUVBL2', 'SMAD3', 'IKBKB', 'HSP90AA1', 'TUBB']	0
DU145_TGFB1_Necrostatin-5	CSNK1E	0.00535147641559551	73	0	['MYC', 'TUBB', 'DNMT1', 'SMARCA4']	0
DU145_TGFB1_Necrostatin-5	PKD1	0.00535147641559551	74	0	['MYB', 'MAPK8', 'JUN', 'NFKB1']	0
DU145_TGFB1_Necrostatin-5	EGFR	0.00550094377612603	75	0	['PRKCD', 'PRKDC', 'JUN', 'HSP90AA1', 'FOS', 'PPP2CA', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	CDK3	0.0058419647293028	76	0	['RB1', 'JUN', 'CDK2']	0
DU145_TGFB1_Necrostatin-5	EIF2AK2	0.00633995570946285	77	0	['IKBKB', 'CHUK', 'RUNX1']	0
DU145_TGFB1_Necrostatin-5	MTOR	0.00878739083451442	78	0	['MYC', 'DNMT1', 'JUN', 'POLR2A', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	RET	0.00920457996690016	79	0	['MAPK8', 'MAPK1', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	ALK	0.00920457996690016	80	0	['RELA', 'HSP90AA1', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	DYRK2	0.0105300038185546	81	0	['MYC', 'JUN', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	PDGFRBETA	0.0112320560817726	82	0	['MAX', 'PRKCD', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	DYRK1A	0.0119605734475006	83	0	['POLR2A', 'SIRT1', 'RUNX1']	0
DU145_TGFB1_Necrostatin-5	ATR	0.0122567627117452	84	0	['DAXX', 'PRKDC', 'CDK9', 'SP1', 'PML']	0
DU145_TGFB1_Necrostatin-5	ACTR2B	0.0127268850327364	85	0	['SMAD2', 'SMAD3']	0
DU145_TGFB1_Necrostatin-5	IKBKE	0.013053848436253	86	0	['BTRC', 'TUBB', 'RELA', 'NFKB1']	0
DU145_TGFB1_Necrostatin-5	GSK3A	0.0197297297053672	87	0	['MYC', 'CEBPA', 'CEBPB']	0
DU145_TGFB1_Necrostatin-5	CDKN1B	0.021648906903742	88	0	['CDK2']	0
DU145_TGFB1_Necrostatin-5	PCNA	0.021648906903742	89	0	['CDK2']	0
DU145_TGFB1_Necrostatin-5	EP400	0.021648906903742	90	0	['TRRAP']	0
DU145_TGFB1_Necrostatin-5	PKA-A	0.0234885450748974	91	0	['GSK3B', 'RELA']	0
DU145_TGFB1_Necrostatin-5	MAP3K4	0.0255460757679644	92	0	['TRRAP', 'CARM1']	0
DU145_TGFB1_Necrostatin-5	MAP3K1	0.0259870586634795	93	0	['RUVBL2', 'HSP90AA1', 'TUBB', 'DDB1', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	HIPK1	0.0276741874213188	94	0	['DAXX', 'MYB']	0
DU145_TGFB1_Necrostatin-5	WEE1	0.0276741874213188	95	0	['HSP90AA1', 'CDK2']	0
DU145_TGFB1_Necrostatin-5	PRKCB	0.0282333584778504	96	0	['RUNX1', 'JUN', 'STAT3', 'BHLHE40', 'BCL2', 'GSK3B']	0
DU145_TGFB1_Necrostatin-5	PKAGAMMA	0.0284955889648332	97	0	['NR3C1', 'RELA', 'NFKB1']	0
DU145_TGFB1_Necrostatin-5	LYN	0.0314146911147242	98	0	['MYC', 'CSNK2A1', 'PRKCD', 'IKBKB', 'PPP2CA']	0
DU145_TGFB1_Necrostatin-5	PIM2	0.0344647253555069	99	0	['MYC', 'FOXP3']	0
DU145_TGFB1_Necrostatin-5	RIPK3	0.0363609543198477	100	0	['RUVBL2', 'DAXX', 'HSP90AA1', 'TUBB']	0
DU145_TGFB1_Necrostatin-5	MAP3K8	0.0376000846979445	101	0	['PIM1', 'HSP90AA1', 'MAPK1']	0
DU145_TGFB1_Necrostatin-5	PRKCQ	0.0390086101223829	102	0	['IKBKB', 'CHUK', 'SIRT2']	0
DU145_TGFB1_Necrostatin-5	MELK	0.0393134674204049	103	0	['SMAD2', 'SMAD3']	0
DU145_TGFB1_Necrostatin-5	BTK	0.040443801446614	104	0	['GTF2I', 'FOS', 'JUN']	0
DU145_TGFB1_Necrostatin-5	AKT3	0.0418294635237187	105	0	['GSK3B', 'PRKCD']	0
DU145_TGFB1_Necrostatin-5	UHMK1	0.0444044329975124	106	0	['SMAD2', 'SMAD1']	0
DU145_TGFB1_Necrostatin-5	MAPK7	0.0444044329975124	107	0	['FOS', 'PML']	0
DU145_TGFB1_Necrostatin-5	TYK2	0.0496077094190305	108	0	['STAT3', 'NFKB1', 'NFKB2']	0
DU145_TGFB1_Necrostatin-5	MAPK13	0.0512258123404865	109	0	['FOS', 'PGR', 'JUN']	0
DU145_TGFB1_Necrostatin-5	PAK2	0.0545384031189241	110	0	['MYC', 'SMAD2', 'JUN']	0
DU145_TGFB1_Necrostatin-5	BMPR1B	0.0552634459031487	111	0	['SMAD2', 'SMAD1']	0
DU145_TGFB1_Necrostatin-5	MAP3K3	0.0567772176204505	112	0	['UXT', 'RUVBL2', 'TUBB', 'DDB1', 'STUB1']	0
DU145_TGFB1_Necrostatin-5	INSR	0.0579516782583239	113	0	['FOS', 'PPP2CA', 'JUN']	0
DU145_TGFB1_Necrostatin-5	MAP3K5	0.0610077294094018	114	0	['MAPK8', 'DAXX']	0
DU145_TGFB1_Necrostatin-5	PKM	0.0635661405237267	115	0	['STAT3']	0
DU145_TGFB1_Necrostatin-5	AURORAA	0.0650743429052963	116	0	['GSK3B', 'NCOR1', 'HDAC3']	0
DU145_TGFB1_Necrostatin-5	MAPK12	0.0706692004904894	117	0	['FOS', 'PGR', 'JUN']	0
DU145_TGFB1_Necrostatin-5	PLK3	0.0730694102999701	118	0	['HIF1A', 'JUN']	0
DU145_TGFB1_Necrostatin-5	NIK	0.0737649251304829	119	0	['CEBPB']	0
DU145_TGFB1_Necrostatin-5	RPS6KA5	0.0793653720647147	120	0	['RELA', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	RIPK1	0.0825751243785558	121	0	['TUBB', 'PML']	0
DU145_TGFB1_Necrostatin-5	RSK-1	0.0838538824997666	122	0	['CEBPB']	0
DU145_TGFB1_Necrostatin-5	RSK3	0.0838538824997666	123	0	['MAPK1']	0
DU145_TGFB1_Necrostatin-5	RIPK2	0.0891119797994331	124	0	['HSP90AA1', 'TUBB']	0
DU145_TGFB1_Necrostatin-5	CSNK1D	0.0924366706027104	125	0	['DNMT1', 'HIF1A']	0
DU145_TGFB1_Necrostatin-5	NLK	0.0924366706027104	126	0	['MYB', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	PRKCG	0.0991927052477449	127	0	['GSK3B', 'HSP90AA1']	0
DU145_TGFB1_Necrostatin-5	TRRAP	0.103706980191964	128	0	['NCOR2']	0
DU145_TGFB1_Necrostatin-5	RSK-2	0.103706980191964	129	0	['FOS']	0
DU145_TGFB1_Necrostatin-5	CHEK2	0.106083352502453	130	0	['RB1', 'PML']	0
DU145_TGFB1_Necrostatin-5	MAP2K4	0.113099782456103	131	0	['DAXX', 'MAPK8']	0
DU145_TGFB1_Necrostatin-5	PKC-Z	0.113473422210807	132	0	['RELA']	0
DU145_TGFB1_Necrostatin-5	CAMKIV	0.113473422210807	133	0	['RELA']	0
DU145_TGFB1_Necrostatin-5	LCK	0.11378724325054	134	0	['PRKCD', 'FOXP3', 'PPP2CA', 'MAPK1']	0
DU145_TGFB1_Necrostatin-5	PRKAA1	0.115373794687783	135	0	['RB1', 'CTBP1', 'SIRT2']	0
DU145_TGFB1_Necrostatin-5	BRD4	0.123134640642464	136	0	['POLR2A']	0
DU145_TGFB1_Necrostatin-5	JNK3	0.123134640642464	137	0	['JUN']	0
DU145_TGFB1_Necrostatin-5	CAMKIIBETA	0.123841718606526	138	0	['FOS', 'PPARGC1A']	0
DU145_TGFB1_Necrostatin-5	ERBB2	0.124874010132601	139	0	['HSP90AA1', 'NCOR1', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	PKAALPHA	0.132180763271095	140	0	['NFKB1', 'FOS', 'RELA']	0
DU145_TGFB1_Necrostatin-5	TRKB	0.132691756275488	141	0	['FOS']	0
DU145_TGFB1_Necrostatin-5	BRD2	0.132691756275488	142	0	['RB1']	0
DU145_TGFB1_Necrostatin-5	ADRBK1	0.132691756275488	143	0	['PRKCD']	0
DU145_TGFB1_Necrostatin-5	ABL	0.134820086071226	144	0	['MYOD1', 'CDK2']	0
DU145_TGFB1_Necrostatin-5	PAK1	0.144683341420425	145	0	['PRKCD', 'CTBP1', 'ELF3']	0
DU145_TGFB1_Necrostatin-5	SRM	0.160749517966521	146	0	['RUVBL2']	0
DU145_TGFB1_Necrostatin-5	PKC-D	0.160749517966521	147	0	['STAT3']	0
DU145_TGFB1_Necrostatin-5	CAMK2A	0.162812786570715	148	0	['MYC', 'SMAD2', 'NCOR2']	0
DU145_TGFB1_Necrostatin-5	SGK1	0.165058147667982	149	0	['IKBKB', 'MAPK1']	0
DU145_TGFB1_Necrostatin-5	FYN	0.16675151414378	150	0	['PRKCD', 'FOS', 'SIRT2', 'FOXP3']	0
DU145_TGFB1_Necrostatin-5	RPS6KB1	0.176691265145541	151	0	['GSK3B', 'PPARGC1A']	0
DU145_TGFB1_Necrostatin-5	TRKA	0.178954200766388	152	0	['TRAF6']	0
DU145_TGFB1_Necrostatin-5	TAOK1	0.187909583800583	153	0	['GSK3B']	0
DU145_TGFB1_Necrostatin-5	BMP2K	0.187909583800583	154	0	['RUNX1']	0
DU145_TGFB1_Necrostatin-5	SRPK3	0.187909583800583	155	0	['SIRT2']	0
DU145_TGFB1_Necrostatin-5	PTK7	0.187909583800583	156	0	['DDB1']	0
DU145_TGFB1_Necrostatin-5	PRKD1	0.196351027250266	157	0	['TFAP2A', 'JUN']	0
DU145_TGFB1_Necrostatin-5	PDK-1	0.196768385912412	158	0	['PRKCD']	0
DU145_TGFB1_Necrostatin-5	CDK12	0.196768385912412	159	0	['POLR2A']	0
DU145_TGFB1_Necrostatin-5	CDK13	0.196768385912412	160	0	['POLR2A']	0
DU145_TGFB1_Necrostatin-5	PKCETA	0.196768385912412	161	0	['PRKCD']	0
DU145_TGFB1_Necrostatin-5	MINK1	0.196768385912412	162	0	['SMAD2']	0
DU145_TGFB1_Necrostatin-5	MAP4K5	0.196768385912412	163	0	['GSK3B']	0
DU145_TGFB1_Necrostatin-5	MAST4	0.196768385912412	164	0	['SMAD1']	0
DU145_TGFB1_Necrostatin-5	CDK20	0.205531636847096	165	0	['CDK2']	0
DU145_TGFB1_Necrostatin-5	CDK18	0.205531636847096	166	0	['SIRT2']	0
DU145_TGFB1_Necrostatin-5	DMPK	0.205531636847096	167	0	['SP1']	0
DU145_TGFB1_Necrostatin-5	PKN3	0.205531636847096	168	0	['GATA2']	0
DU145_TGFB1_Necrostatin-5	PKMYT1	0.205531636847096	169	0	['SMARCA4']	0
DU145_TGFB1_Necrostatin-5	NTRK3	0.205531636847096	170	0	['FOS']	0
DU145_TGFB1_Necrostatin-5	MARK4	0.205531636847096	171	0	['SMARCA4']	0
DU145_TGFB1_Necrostatin-5	SCYL1	0.205531636847096	172	0	['AES']	0
DU145_TGFB1_Necrostatin-5	PIM3	0.2142003555015	173	0	['PML']	0
DU145_TGFB1_Necrostatin-5	FLT3	0.2142003555015	174	0	['RUNX1']	0
DU145_TGFB1_Necrostatin-5	SGK2	0.2142003555015	175	0	['GSK3B']	0
DU145_TGFB1_Necrostatin-5	PNCK	0.2142003555015	176	0	['HSP90AA1']	0
DU145_TGFB1_Necrostatin-5	MAPK15	0.2142003555015	177	0	['JUN']	0
DU145_TGFB1_Necrostatin-5	MAP3K6	0.222775550037432	178	0	['MAPK8']	0
DU145_TGFB1_Necrostatin-5	STK26	0.222775550037432	179	0	['TRAF6']	0
DU145_TGFB1_Necrostatin-5	MAP3K10	0.222775550037432	180	0	['TCF3']	0
DU145_TGFB1_Necrostatin-5	SIK1	0.222775550037432	181	0	['NCOR2']	0
DU145_TGFB1_Necrostatin-5	MAP4K4	0.222775550037432	182	0	['SMARCA4']	0
DU145_TGFB1_Necrostatin-5	MAPK6	0.222775550037432	183	0	['DDB1']	0
DU145_TGFB1_Necrostatin-5	PRKCE	0.224294581021266	184	0	['IKBKB', 'STAT3']	0
DU145_TGFB1_Necrostatin-5	CDK16	0.231258217976252	185	0	['SMARCA4']	0
DU145_TGFB1_Necrostatin-5	FRK	0.231258217976252	186	0	['FOS']	0
DU145_TGFB1_Necrostatin-5	CSNK1G1	0.231258217976252	187	0	['RELA']	0
DU145_TGFB1_Necrostatin-5	MERTK	0.231258217976252	188	0	['STAT3']	0
DU145_TGFB1_Necrostatin-5	DYRK3	0.231258217976252	189	0	['SIRT1']	0
DU145_TGFB1_Necrostatin-5	PBK	0.239649346327786	190	0	['JUN']	0
DU145_TGFB1_Necrostatin-5	MYLK2	0.239649346327786	191	0	['NFKB2']	0
DU145_TGFB1_Necrostatin-5	RPS6KA4	0.239649346327786	192	0	['RELA']	0
DU145_TGFB1_Necrostatin-5	PAK5	0.239649346327786	193	0	['TCF3']	0
DU145_TGFB1_Necrostatin-5	GRK5	0.239649346327786	194	0	['SMAD1']	0
DU145_TGFB1_Necrostatin-5	AURKB	0.243831196414823	195	0	['RB1', 'PRKDC', 'NELFE']	0
DU145_TGFB1_Necrostatin-5	EPHB3	0.24794991171001	196	0	['SMARCA4']	0
DU145_TGFB1_Necrostatin-5	EPHA8	0.24794991171001	197	0	['SMARCA4']	0
DU145_TGFB1_Necrostatin-5	ICK	0.24794991171001	198	0	['SIRT2']	0
DU145_TGFB1_Necrostatin-5	MARK3	0.24794991171001	199	0	['DDB1']	0
DU145_TGFB1_Necrostatin-5	VRK1	0.256160880418594	200	0	['JUN']	0
DU145_TGFB1_Necrostatin-5	RPS6KA2	0.256160880418594	201	0	['GSK3B']	0
DU145_TGFB1_Necrostatin-5	MOS	0.256160880418594	202	0	['MYOD1']	0
DU145_TGFB1_Necrostatin-5	PRKG2	0.264283208563667	203	0	['RUNX1']	0
DU145_TGFB1_Necrostatin-5	RPS6KB2	0.264283208563667	204	0	['GSK3B']	0
DU145_TGFB1_Necrostatin-5	SGK3	0.272317842175383	205	0	['GSK3B']	0
DU145_TGFB1_Necrostatin-5	IRAK1	0.272317842175383	206	0	['STAT3']	0
DU145_TGFB1_Necrostatin-5	JAK3	0.280265717304094	207	0	['EZH2']	0
DU145_TGFB1_Necrostatin-5	BMX	0.280265717304094	208	0	['PIM1']	0
DU145_TGFB1_Necrostatin-5	LKB1	0.280265717304094	209	0	['PPARGC1A']	0
DU145_TGFB1_Necrostatin-5	CAMK4	0.280265717304094	210	0	['RELA']	0
DU145_TGFB1_Necrostatin-5	GRK2	0.280265717304094	211	0	['SMAD2']	0
DU145_TGFB1_Necrostatin-5	PRKACB	0.288127760115378	212	0	['FOS']	0
DU145_TGFB1_Necrostatin-5	PRKCH	0.288127760115378	213	0	['GSK3B']	0
DU145_TGFB1_Necrostatin-5	EEF2K	0.288127760115378	214	0	['MAPK8']	0
DU145_TGFB1_Necrostatin-5	CAMK2D	0.288127760115378	215	0	['GSK3B']	0
DU145_TGFB1_Necrostatin-5	TEC	0.288127760115378	216	0	['RUNX1']	0
DU145_TGFB1_Necrostatin-5	NEK6	0.295904887004926	217	0	['STAT3']	0
DU145_TGFB1_Necrostatin-5	AXL	0.295904887004926	218	0	['STAT3']	0
DU145_TGFB1_Necrostatin-5	FER	0.295904887004926	219	0	['STAT3']	0
DU145_TGFB1_Necrostatin-5	YES1	0.303598004701387	220	0	['PRKCD']	0
DU145_TGFB1_Necrostatin-5	EPHB1	0.311208010362166	221	0	['STAT3']	0
DU145_TGFB1_Necrostatin-5	TTK	0.317171858257607	222	0	['CDK2', 'HSP90AA1']	0
DU145_TGFB1_Necrostatin-5	CSK	0.318735791671462	223	0	['PML']	0
DU145_TGFB1_Necrostatin-5	PDGFRB	0.318735791671462	224	0	['PRKCD']	0
DU145_TGFB1_Necrostatin-5	PKG1CGKI	0.333548185203344	225	0	['SP1']	0
DU145_TGFB1_Necrostatin-5	ARAF	0.348042101091175	226	0	['PRKCD']	0
DU145_TGFB1_Necrostatin-5	MARK2	0.348042101091175	227	0	['GSK3B']	0
DU145_TGFB1_Necrostatin-5	STK11	0.362224309807605	228	0	['AES']	0
DU145_TGFB1_Necrostatin-5	MAP2K7	0.362224309807605	229	0	['MAPK8']	0
DU145_TGFB1_Necrostatin-5	KIT	0.362224309807605	230	0	['STAT3']	0
DU145_TGFB1_Necrostatin-5	PLK1	0.368519050185639	231	0	['MYC', 'IKBKB', 'BRD4', 'SUZ12']	0
DU145_TGFB1_Necrostatin-5	MAP2K2	0.369200600761199	232	0	['MAPK1']	0
DU145_TGFB1_Necrostatin-5	ABL2	0.369200600761199	233	0	['CEBPB']	0
DU145_TGFB1_Necrostatin-5	MET	0.382927632911372	234	0	['PARP1']	0
DU145_TGFB1_Necrostatin-5	MAP2K6	0.389679979135276	235	0	['TRAF6']	0
DU145_TGFB1_Necrostatin-5	EPHB2	0.396359268014289	236	0	['GTF2I']	0
DU145_TGFB1_Necrostatin-5	FGR	0.434943985111943	237	0	['HSP90AA1']	0
DU145_TGFB1_Necrostatin-5	IGF1R	0.453311540828752	238	0	['FOS']	0
DU145_TGFB1_Necrostatin-5	CAMKIIALPHA	0.488293969978826	239	0	['CEBPB']	0
DU145_TGFB1_Necrostatin-5	TGFBR1	0.488293969978826	240	0	['SMAD2']	0
DU145_TGFB1_Necrostatin-5	PRKG1	0.52106170286182	241	0	['GTF2I']	0
DU145_TGFB1_Necrostatin-5	PKCGAMMA	0.556676151892097	242	0	['PRKCD']	0
DU145_TGFB1_Necrostatin-5	AURORAB	0.575838167803665	243	0	['RB1']	0
DU145_TGFB1_Necrostatin-5	BARK1	0.575838167803665	244	0	['PRKCD']	0
DU145_TGFB1_Necrostatin-5	CSNK1A1	0.59418094217006	245	0	['RELA']	0
DU145_TGFB1_Necrostatin-5	AURKA	0.603055996012499	246	0	['GSK3B']	0
DU145_TGFB1_PD0325901	CSNK2A1	1.52330540519946e-20	0	0	['ATF2', 'SPI1', 'CSNK2A1', 'PPARGC1A', 'JUN', 'NELFE', 'FOS', 'SIRT1', 'ATAD2', 'STAT3', 'YY1', 'PIM1', 'MSH2', 'MAX', 'PIN1', 'SUMO1', 'HSP90AA1', 'SMARCA4', 'ID2', 'RELA', 'CCND1', 'VDR', 'TAF7', 'RB1', 'TRRAP', 'MYC', 'MYB', 'HCFC1', 'PRKDC', 'HIF1A', 'NCOR2', 'NCOR1', 'RPL11', 'CDKN2A', 'CUL3', 'SKIL', 'CDK2', 'BCL2', 'SIN3A', 'CEBPB', 'HDAC2', 'HDAC3', 'PML', 'RUNX1', 'TUBB', 'SMAD4', 'SMAD3', 'USP37', 'H2AFX', 'RBL2', 'RBL1', 'PFDN5', 'MAPK1']	0
DU145_TGFB1_PD0325901	MAPK14	5.43495272856424e-19	1	0	['ATF2', 'PPARGC1A', 'JUN', 'NELFE', 'FOS', 'ATAD2', 'STAT3', 'YY1', 'PIM1', 'MSH2', 'SP1', 'HSP90AA1', 'SMARCA4', 'ID2', 'RELA', 'CCND1', 'RB1', 'TRRAP', 'HNRNPU', 'MYC', 'MYB', 'PRKDC', 'HIF1A', 'HBP1', 'NCOR2', 'NCOR1', 'CDKN2A', 'CDK2', 'BCL2', 'SIN3A', 'CEBPA', 'CEBPB', 'KAT5', 'RUNX1', 'HIST1H3A', 'TUBB', 'SMAD4', 'SMAD3', 'USP37', 'RBL2', 'MAPK8', 'MAPK1']	0
DU145_TGFB1_PD0325901	CDK4	2.28736589281857e-17	2	0	['RB1', 'ATF2', 'TRRAP', 'CCND1', 'MYC', 'MYB', 'MAX', 'SMAD2', 'JUN', 'SMAD3', 'SP1', 'CDK2', 'BCL2', 'SUMO1', 'HSP90AA1', 'RBL2', 'RBL1', 'CEBPA', 'CEBPB', 'CDKN2A', 'STAT3']	0
DU145_TGFB1_PD0325901	CDK1	4.77608091411089e-17	3	0	['ATF2', 'CSNK2A1', 'GATA2', 'PPARGC1A', 'JUN', 'NELFE', 'FOS', 'SIRT1', 'SIRT2', 'ATAD2', 'STAT3', 'CCNT1', 'PIM1', 'MSH2', 'SP1', 'HSP90AA1', 'E2F4', 'SMARCA4', 'ID2', 'RELA', 'CCND1', 'TAF1', 'RB1', 'TRRAP', 'HNRNPU', 'MYC', 'MYB', 'PRKDC', 'HIF1A', 'NCOR2', 'NCOR1', 'CDKN2A', 'CDK2', 'BCL2', 'SIN3A', 'CEBPA', 'CEBPB', 'HDAC2', 'PML', 'KAT5', 'RUNX1', 'SETDB1', 'TUBB', 'SMAD4', 'SMAD3', 'H2AFX', 'RBL2', 'RBL1', 'MAPK8', 'MAPK1', 'MAPK3']	0
DU145_TGFB1_PD0325901	MAPK1	1.60458364734116e-13	4	0	['RB1', 'ATF2', 'MYC', 'MYB', 'CSNK2A1', 'HIF1A', 'JUN', 'FOS', 'NCOR2', 'CDKN2A', 'STAT3', 'PIM1', 'BCL6', 'SP1', 'CDK2', 'BCL2', 'CEBPA', 'CEBPB', 'PML', 'RUNX1', 'HIST1H3A', 'ID2', 'TUBB', 'RELA', 'CCND1', 'SMAD2', 'SMAD4', 'SMAD3', 'RBL2', 'MAPK8', 'MAPK1']	0
DU145_TGFB1_PD0325901	CK2ALPHA	5.88987767235699e-13	5	0	['RB1', 'ATF2', 'SPI1', 'MYC', 'MYB', 'JUN', 'SMARCA4', 'NCOR2', 'RELA', 'YY1', 'MAX', 'VDR', 'SP1', 'SUMO1', 'SIN3A', 'HSP90AA1', 'HDAC4', 'HDAC2', 'HDAC3', 'PML', 'TAF1']	0
DU145_TGFB1_PD0325901	HIPK2	8.89944273382504e-13	6	0	['MYC', 'MYB', 'RUNX1', 'PRKDC', 'HIF1A', 'SMAD2', 'SMAD3', 'BCL2', 'SUMO1', 'SIN3A', 'SIRT1', 'NCOR1', 'HDAC4', 'CEBPB', 'RELA', 'MAPK8', 'PML']	0
DU145_TGFB1_PD0325901	AKT1	1.85040755442197e-12	7	0	['TRRAP', 'MYC', 'CSNK2A1', 'GATA2', 'HIST1H3A', 'PPARGC1A', 'JUN', 'FOS', 'NCOR1', 'HTT', 'CDKN2A', 'STAT3', 'SKI', 'GTF2F1', 'PIAS2', 'SMAD4', 'SMAD3', 'BCL6', 'SP1', 'CDK2', 'BCL2', 'MXD1', 'MAPK1']	0
